comments,likes,Target
bharat pakistan bangladesh jabtak nehi saamjhenge sarkar kaam aamjaanta sowargnark jannatduzakh dena nehi mulk aamjantako garibime zindegi jhelnahi padega dharam atirashtrovadko benchkar mulk saal billion dollars hatiyar kharidte besharamoney khudka aamjantako bhukha raakkhey course dharamka role samajme nafrat hinsa bagair,0,Akhilesh
aayege akhilesh yadav,5,Akhilesh
ajtalk news anjana hansi aa,0,Akhilesh
mama kans  mama shakuni lakshahgrah uttar pradesh,0,Akhilesh
agree anjana honest journalist universe  raising public issues employment gdp  inflation,12,Akhilesh
aapke time bijli   hours rahti thi,0,Akhilesh
sir gareebo wasool amiroo teejioriy bhare hgod save nation,0,Akhilesh
jindabad,0,Akhilesh
अखिलेश,45,Akhilesh
नाम वाला काम वाला आयेगा,49,Akhilesh
जय समाजवाद,1,Akhilesh
akhilesh bhaiya abki bar bs aapka intjar jnta,0,Akhilesh
rld sp,0,Akhilesh
chief minister uttar pradesh,0,Akhilesh
imandar banane janta sach pahuchane jimmedari bakhubi nibhayi,0,Akhilesh
abaki bar samajwadi sarkar,0,Akhilesh
समाजवादी पार्टी जिंदाबाद,0,Akhilesh
abaki phir yogi sarkar,0,Akhilesh
gullubd,0,Akhilesh
amish devagan yogi apke jarur bolna cm banne degree jarur lagaye future padhe likhe logo jarurat,0,Akhilesh
shandaar dhulaai gullu ki poncho pair diya,0,Akhilesh
rahein akhilesh yadav,3,Akhilesh
wah sher mahfil lut liyaimandar imandaar imandaaar,1,Akhilesh
hahahaha gullu bhinga bhinga mara akelesh bhaiya ne,33,Akhilesh
sir pariwaad uper utthkr kaam karo apkaa kaam aapke karyrkaal yadavji poore samjhte hai plz eaction,0,Akhilesh
jay akhhilesh tay akhhilesh,0,Akhilesh
akhilesh yadav jindabad,2,Akhilesh
nice,0,Akhilesh
homoeopathic drpar dhyan jayunke ley vacancies nikale jay,0,Akhilesh
bhajpa,0,Akhilesh
wah akhilesh wah,1,Akhilesh
saini samaj piche choda pakki,0,Akhilesh
imaandaar patrakaar imaandaar shabd nafrat imaandaar bolne lal hai,0,Akhilesh
samjh sp pramukh jhuth bolati hai,0,Akhilesh
badha   ghatado bhakt bada chotya,0,Akhilesh
jay godi media,0,Akhilesh
chunab milena akhlesh,0,Akhilesh
akhilesh yadav p jindabad jindabad,6,Akhilesh
एसपी सरकार,11,Akhilesh
कृपया बीजेपी एजेंट सवाल पूछे,16,Akhilesh
akhilesh,1,Akhilesh
sp jindabad,0,Akhilesh
akhlesh,1,Akhilesh
jai baba,0,Akhilesh
anish akhilesh counter karneki koshish karrahe hain laikin akhilesh anish nishpaksh patrakaar kehkar counter karrahe,0,Akhilesh
मोदी मीडिया सामने आने मुख्यमंत्री,0,Akhilesh
हिम्मत प्रतापगढ़ लड़ो,8,Akhilesh
yuvao berojgari dhyan dete,0,Akhilesh
चेनल सिर्फ भाजपा तरफ़ बोले गे,0,Akhilesh
अंजना ओम कश्यप आज ईमानदार नाम सुनने छिड़ आज ट्विटर ट्रेंड ईमानदार,75,Akhilesh
wah godi,0,Akhilesh
akhilesh yadav jindabaad,5,Akhilesh
समाजवादी पार्टी जिंदाबाद,0,Akhilesh
akhilesh bhaiya jindabad jativaad yuva akhilesh bhaiya hmesha yuva bat krte,10,Akhilesh
covid protocall toda unha kahda karle,0,Akhilesh
vote samajwadi party sport,9,Akhilesh
jai akhilesh,0,Akhilesh
anjana apko sawaal puchna satta opposition sawaal puchne,0,Akhilesh
akhilesh aasani jeet jayenge,0,Akhilesh
अखिलेश छा गये,1,Akhilesh
vote bjp clean criminal safety women build poor home,0,Akhilesh
fake,0,Akhilesh
sr   lakh  guna ayu yaad,0,Akhilesh
समय बदल,11,Akhilesh
jai akhilesh,0,Akhilesh
world class हज house,6,Akhilesh
imaandar patrakar saste waale,0,Akhilesh
ईमानदार पत्रकार,22,Akhilesh
akhilesh yadav imandar anjana bjp,0,Akhilesh
jindabad jindabad akhilesh yadav jindabad,0,Akhilesh
aayenge akhilesh,0,Akhilesh
jai vijay akhilesh,0,Akhilesh
sp jindabaad,1,Akhilesh
jai akhlesh,0,Akhilesh
boht imaandar patrakar lag he,0,Akhilesh
jai yogi,4,Akhilesh
अखिलेश यादव उत्ता पदेस,0,Akhilesh
yogi ji,3,Akhilesh
jai akhilesh jai samajwad,0,Akhilesh
बंगाल वाली करोकिसिका मत सुनो ।न बास बसुरी। प्रधान मंत्री केर फंड हिसाब,70,Akhilesh
योगी आदित्यनाथ जिंदाबाद,0,Akhilesh
jai akhilesh,0,Akhilesh
ईश्वर बुद्धि देते देश गद्दारी,16,Akhilesh
imandare,0,Akhilesh
yogi,2,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
love neta,1,Akhilesh
faltu news channel,0,Akhilesh
sapa sarakar,0,Akhilesh
sp sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh,21,Akhilesh
akhilesh yadavsher sher,1,Akhilesh
sher akela,0,Akhilesh
love pankaj jha sahab,1,Akhilesh
जुमले बाजों झांसा राम बाय बाय,0,Akhilesh
अखिलेश हमारा वोट आपको,264,Akhilesh
modi care morning sir sapno azadi,0,Akhilesh
jai akhilesh,1,Akhilesh
yogi aayega jay sri ram,0,Akhilesh
golu chamchagiri reporter banega,0,Akhilesh
अखिलेश यादव जिंदाबाद,1,Akhilesh
सीएम अखिलेश गोदी पत्रकारों बाल बनाने मूड इतना सम्मान देखकर लज्जित लाज सम्मानित पत्रकार वरिष्ठ पत्रकार,0,Akhilesh
bangal didi akhalish,0,Akhilesh
sapa,0,Akhilesh
jai smajwaad jai akhilesh,4,Akhilesh
man brains vote educated man man talks shit bhagvadhari cm baba yogi akhilesh yadav win time,1,Akhilesh
abp congress logo bat chit natangi dekhana jaruri,0,Akhilesh
parivartan,0,Akhilesh
akhilesh yadav government,0,Akhilesh
mrakhileshjiaapspeechdokiyeahnootbjp kahaydewalonekalraha haysp,0,Akhilesh
toti chor jai,0,Akhilesh
akhilesh bhaiya jindabad,0,Akhilesh
समाजवादी पार्टी,1,Akhilesh
yogi baba sat,1,Akhilesh
ram mandir jane hraz kya j bale sanatan dhram thekedar hen mandir jamino lutere,0,Akhilesh
anjana modi imandar,0,Akhilesh
gullu jinda gullu jinda gullu jinda gullu jinda gullu jinda gullu jinda badgullu jinda gullu jinda gullu gullu jinda gullu jinda,0,Akhilesh
emandar patrkar snu maja aay bhot khub,0,Akhilesh
akhles jinda,0,Akhilesh
imaandaar,0,Akhilesh
sankalp patra akhilesh aapane karyakal,0,Akhilesh
बौखलाई तुम मैडम  सिट्टी पिट्टी गुम,0,Akhilesh
yogi ayenge jai shree ram,1,Akhilesh
amish devgan,0,Akhilesh
akhilesh bhaiya jindabad,0,Akhilesh
अखिलेश यादव धमाकेदार इंटरव्यू।।।। युवा शक्ति जिंदाबाद,1,Akhilesh
jay akhilesh tay akhilesh akhilesh,24,Akhilesh
tumko mirchi dusro aesa brtaw krti tb mja,0,Akhilesh
mirchi lag reporter,0,Akhilesh
इतना झूठा सिनेमा झूठा प्रधानमंत्री आज इतिहास,0,Akhilesh
akhilesh yadav  march   apka hoga,0,Akhilesh
akhilesh yadav,0,Akhilesh
थोडा अधिक सीट निकाल सकती सपा सरकार बना पायेगी सच्चाई ।और बीजेपी सप्पोर्ट हु,4,Akhilesh
जय जय अखिलेश,1,Akhilesh
axa akhilesh yadav,0,Akhilesh
anjana band,0,Akhilesh
akhilesh sir leader,0,Akhilesh
mim jindabad,0,Akhilesh
अबकी बारसपा सरकार।,0,Akhilesh
best part debate hope it,2,Akhilesh
des bachaoooosahi galat pahechanovote honest ldr,0,Akhilesh
isliye akhilesh yadav jindabad,0,Akhilesh
akhilesh yadav jindabad godi midiya emandar kah khub dhoya,0,Akhilesh
प्रदेश जनता बदलाव चाहती,215,Akhilesh
khandan rajniti,1,Akhilesh
मंदिर याद है तुम वही जिन्होंने कार सेवको गोलियां चलवाई थी।,1,Akhilesh
godi midea,0,Akhilesh
yogi jii powerwhatevertonti chor jii,0,Akhilesh
hr  min military manhow josh,0,Akhilesh
godi anjan,0,Akhilesh
मार्च रहें अखिलेश।बाईस बदलाव होगा।,0,Akhilesh
educated leader  akhilesh yadav,6,Akhilesh
bechari anjana gussa aa gia choro emandarr kase dia,0,Akhilesh
cm akhilesh yadab,0,Akhilesh
jai smajvadhi jai akhlesh,97,Akhilesh
jai sp,0,Akhilesh
imandar patrakar,0,Akhilesh
विकास पुरूष अखिलेश यादव,1,Akhilesh
bjp yogi yogi yogi yogi yogi yogi yogi yogi yogi yogi yogi yogi yogi yogi yogi yogi,0,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
dibate bhasan bna,0,Akhilesh
खूब समझदार निकली काफी उत्तर प्रदेश   अबकी बार अखिलेश सरकार,66,Akhilesh
mahagatbandhan,0,Akhilesh
yogi,0,Akhilesh
dam yogi akhilesh yadav chunav lade akhilesh yadav jitenge   seat,4,Akhilesh
heads sir aj pahli tit tat hua aj godi media deserve,5,Akhilesh
imaandaar anjana om modi,0,Akhilesh
cr belongs bjp,0,Akhilesh
jai akhilesh vijay akhilesh,1,Akhilesh
अंजना ओम कश्यप ईमानदार शब्द इतना डर लगता आज लाल पीली आज पाला पड़ा अखिलेश यादव भाषण आपको इतनी दिक्कत योगी आदित्यनाथ आते पलकें बिछाकर रखती,397,Akhilesh
jay akhilesh yadav,0,Akhilesh
bjp evm jitehi,0,Akhilesh
jai akhilesh bhaiya,5,Akhilesh
electoral bondswah gora dhan yehi achay din janta garibbjp ameer,0,Akhilesh
akhilesh yadav jindabad jindabad,0,Akhilesh
super sir ham apki,2,Akhilesh
akhilesh bd reporter leli,2,Akhilesh
bjp,0,Akhilesh
didi dara,0,Akhilesh
डिसलाइक दिखाने असली फायदा,0,Akhilesh
દલાલ મિડીયા,0,Akhilesh
ईस बार अखिलेश यादव सरकार,1,Akhilesh
akhilesh yadav jindabad,118,Akhilesh
toti tumne,0,Akhilesh
bjp,0,Akhilesh
अखिलेश यादव जिंदाबाद,16,Akhilesh
aadmi pagal,0,Akhilesh
दिनों पैसा निकल चुनाव आया सब होगा गरीब हमेशा गरीब रहेगा,75,Akhilesh
imandar patrkar,0,Akhilesh
parmatma shree krishna vojaha kurukhetra izzajat sahmit giye thae kue pure ranbhumi mei mre unmein shree krishna thae bhala sudarsan kue dharan pra kiya parmatma shree radhe krishna aniti marg thae job job hoi dharam hani barhi asur avimani parbhu dharahi bibidh sarira haruhi dayanidhi sajjan pira babua aapko mahabharat youdhasthal samaj satta bjp hei rahegi sattiy bjp ankh mei ankh dal bat krega sir intna chamiya avery vodi duhsahas krega vinas tya hei mei joy shree radhe radhe joy shree krishna hr hr mahadev joy bharatiye seniya shakti joy hind joy bharat bhumi joy bharat mata vandematram sattiy mev jayte shree parmatmane namonamha,0,Akhilesh
imandar,9,Akhilesh
अखिलेश भईया,1,Akhilesh
sp akhilesh yadav cm,0,Akhilesh
ईमानदार पत्रकार गुल्लू,5,Akhilesh
sir agr apki government dubara bne cities badha dijiyega noida alawa hme option milta hme benglore pune bhagna pdta hdhongi hme ummid chij,0,Akhilesh
bjp dukhi vah samajwadi samajwadi matlab akhilesh yadav dukhi akhilesh yadav dukhi jahar kha mar jao tumko sala duniya,0,Akhilesh
yha akhilesh bhiya   march ghus jyege bill,1,Akhilesh
jai,0,Akhilesh
यूपी पुजारी इंजीनियर सीएम चाहिए।,0,Akhilesh
इत्र महकू आरजू मेरी बस इतनी सी ख्वाहिश मेरे किरदार खुशबू आए,0,Akhilesh
boltu  th pass reporter,0,Akhilesh
जय समाज,61,Akhilesh
nhi balki akhilesh anjana dhoya tumlog godiwale sharm karo,0,Akhilesh
bewkuf banana chhod chodh,0,Akhilesh
अखिलेश यादव जय,0,Akhilesh
mayawati bsp bachana sc samajwadi party vote bsp khatm jayegimagar sp khatm,0,Akhilesh
bjp hinduism saamne apki minority appeasement policy chalegi,0,Akhilesh
jai akhilesh,0,Akhilesh
correct,0,Akhilesh
arey imamdar kejriwal patent,0,Akhilesh
ak yadav watched news   godi media,0,Akhilesh
अखिलेश पिता परिवार लोग सा धंधा हैं।जो इतनी बड़ी मिल्कियत सब बड़ गई देश बड़ेबड़े सिनेमा स्टार यहां नाचने गाने आते थे।वही मोदी गुजरात तीन बार सीएमऔर दूसरी बार पीएम मिल्कियत,0,Akhilesh
imaandar,0,Akhilesh
हमारे यहां दिल्ली छात्र अंग्रेजी बोलते जनाब ऑस्ट्रेलिया पढ़कर इंग्लिश सीख पाए,0,Akhilesh
bicycle,0,Akhilesh
यूपी संकल्प अखिलेश भईया विकल्प,1,Akhilesh
akhileah yadav godi media nispaksh kah murkh bnaya,0,Akhilesh
samajwadi party proper jhooth bolati alava,0,Akhilesh
jai akhilesh jai smajwad jai rajbharjai jyant,10,Akhilesh
अबकी बार पिछड़ा तय करेंगे जीत हार यूपी,113,Akhilesh
loveakya,0,Akhilesh
अबकी बार बीजेपी सरकार,0,Akhilesh
modi midea dho akhilesh yadav time sudhar jao pd pr frj nibhao anjna,1,Akhilesh
damn man akhilesh,91,Akhilesh
mandirmodiyayoginebanvahaitosuprikourtbikahuahakispebharosakyajaye,0,Akhilesh
योगी बाबा जिंदाबाद,0,Akhilesh
believemr jadav desh chinta nhai haisorry yadav feel sorry love indiathis bekau mediathey sell izat,0,Akhilesh
bap,0,Akhilesh
ईमानदार शब्द सहारे मैंने शो देख लिया,268,Akhilesh
akhilesh saf suthri rajniti ker pade likhhe akhilesh,12,Akhilesh
bjp agent,1,Akhilesh
sp sp sp   set,0,Akhilesh
cm akhilesh yadav jindabad,1,Akhilesh
yogi back tyaar rho,0,Akhilesh
sarkaar bjp note naye saareitna paisa change chalaakhilesh righttt,0,Akhilesh
jai shree ram,0,Akhilesh
godi media gullu gull,0,Akhilesh
imandar journalists great joke godi media,0,Akhilesh
crying… catch facts deflects… classic manipulative politician… live brazenness shamelessness… substantiation allegations claims initiator  implementation nothing…,0,Akhilesh
aimim party zindabad,1,Akhilesh
dhamakedar jabardast jawab aapane anjana om kashyap akhilesh aapane dil jeet salute aapko bar sirf akhilesh sarkar,30,Akhilesh
akhilesh bhaiya jindabad,0,Akhilesh
yogi,3,Akhilesh
surjeet yadav mainpuree nghani bjp afaba sarkar samardhan sapa,0,Akhilesh
interview nice yadavji,13,Akhilesh
band,0,Akhilesh
besharmi paar reporter mahodaya ne unsung spokesperson bjp,0,Akhilesh
godi media jai,1,Akhilesh
अमिश देवगन ऐसी कर अखिलेश,0,Akhilesh
pushpam jain jagah piyush jain chapa ulta,0,Akhilesh
godi media,1,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
jnta akhilesh haihalat chahe dhadkno nsha sirf akhilesh,2,Akhilesh
matlb rajbhar dpt cm banoge,2,Akhilesh
समाजवादी पार्टी ज़िंदाबाद,2,Akhilesh
bnd live मूर्खों भक्त बनाया भक्तो मूर्ख बनाया,0,Akhilesh
akhilesh yadav jindabad,2,Akhilesh
jai samajwaadjai akhilesh yadav,1,Akhilesh
jai akhilesh,1,Akhilesh
cm yogi,4,Akhilesh
akhilesh rojgar mudde bhul mt,0,Akhilesh
jai yaduvansi,1,Akhilesh
godi media,0,Akhilesh
akhilesh gjb sense humour band,1,Akhilesh
akhilesh yadav,0,Akhilesh
sp sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad sp akhilesh yadav zindabad,1,Akhilesh
जय समाजवाद,4,Akhilesh
cm yogi raj ram rajy,0,Akhilesh
गोदी मीडिया चेहरा देख डर हैईमानदार बोले गलत,0,Akhilesh
neta akhilesh yadav government india,0,Akhilesh
godi media,0,Akhilesh
cori bijli kt akhles jmane men toti cor,0,Akhilesh
andh bhakton tumlogo tarash aa,0,Akhilesh
किनको सच्चे,0,Akhilesh
jai akhilesh,6,Akhilesh
bhagwan evm surakshit rakehmlog akhilesh,10,Akhilesh
hame anpadh gawar baba cm,0,Akhilesh
achhi bejjati amish,2,Akhilesh
completely scripted,0,Akhilesh
interview question answer totally ignoring question guy dodge as hope blind feels this dan goons sp power revenue stacked inside lockers god save india corrup leaders,1,Akhilesh
gullu kuch maryada rakhiye ye sala khule hag hain,0,Akhilesh
apko mafiya khilaf apke raj sare gunde palte fulte chahe,0,Akhilesh
yuaa sp jeet tay,0,Akhilesh
interview akhilesh yadav,5,Akhilesh
अखलेश मतलब अमिश देवगन बईमान पत्रकार,0,Akhilesh
phir gunda raj chalana,0,Akhilesh
chup bolna sach sach warna chainal,0,Akhilesh
सुनिए गुल्लू कहता कम हमने,7,Akhilesh
बाकी बात अलग अखिलेशजी हैँ सच्चे अनुयायी मुलायम सिंह के लडके हैँ गल्ती जाती हैँ कडी भैया हैँ अंजना चेहरा लाल  अतः सच्ची ईमानदार पत्रकार हैँ हैँ महिलाओं इज्जत करेंगें नायक हैँ इनके समर्थक कैसे होंगें,3,Akhilesh
गठबंधन,0,Akhilesh
youp chata samajvadi party thoko,16,Akhilesh
ketna hrami hve yaar,0,Akhilesh
बात देखी मैंने की जितने बड़े नेता sens humor बड़ा लाजवाब,409,Akhilesh
जय अखिलेश सरकार,0,Akhilesh
bjp jhunti party chunavi haar dar,0,Akhilesh
jai akhilesh,3,Akhilesh
result exam kra results aa usme rank walo selection jyda baithe,0,Akhilesh
bjp vote akhilesh badiya neta,0,Akhilesh
akhilesh yadav cm   jay jawan jay kisan missan   sit,2,Akhilesh
raise ur hands georgian,3,Akhilesh
gullu like तुम भले माणूस निकले अखिलेश मुझे पहली बार इतनी बार सच्चा ईमानदार निष्पक्ष पतरकार  खुश,42,Akhilesh
योगी भाई आपने कम समय राम राज्य सरकार भारत जनता शुभकामनाएं आपको बधाई आदरणीय योगी भाई साहब राम राज्य सरकार भारत,17,Akhilesh
yogiji class properly looters up yogiji,2,Akhilesh
akhilesh yadav jindabad,32,Akhilesh
super cm akhilesh yadav jindabaad,18,Akhilesh
imandaar,0,Akhilesh
kbhi lko sadko bahar nikaliyehr hr modi,0,Akhilesh
mungeri lal bada gunde bachoge  bhi jeet paoge,0,Akhilesh
मिर्ची लगी अंजना वाह गोदी मीडिया वाह,4,Akhilesh
imaandar gaali,0,Akhilesh
lagi mirchi imaan bjp kay headquarter imandaar bolenge jle,0,Akhilesh
hindu virodhi,0,Akhilesh
akhilesh yadav honest cm,0,Akhilesh
sapa party,0,Akhilesh
अमीश देवगन   ईमानदार पत्रकार हसीं देख मुझे हसीं जाती वाह सीन,1,Akhilesh
akhilesh khana baane khaya asha adhura kha,0,Akhilesh
jay yogi ji,0,Akhilesh
chamcha,0,Akhilesh
akhilesh yadav jindabad,5,Akhilesh
badi imaandar,0,Akhilesh
देश जानता उत्तर प्रदेश सरकार   साल   हजार करोड़ों रुपया news  वालों,1,Akhilesh
pr video band diiya dalali,0,Akhilesh
शर्म आता गलू,0,Akhilesh
जय समाजवाद अखिलेश यादव जिंदाबाद,138,Akhilesh
विकास पुरुष मां अखिलेश,6,Akhilesh
gullu meme banega,2,Akhilesh
jay samajwad,0,Akhilesh
bolege,0,Akhilesh
gyndewta पूछो mask,0,Akhilesh
jai akhilesh,0,Akhilesh
obc akhilesh,24,Akhilesh
akhilesh yadav visionary leader,2,Akhilesh
vah akhilesh vah maja aa anjna om kashyap sabak sikhaya,0,Akhilesh
सब कार्य किए किए   हार क्यों गए  आपका समाजवाद चला अखिलेश्वर चाचा ।जनता चार बार समाजवादी पार्टी सरकार बनाने अवसर चार बार यानी     योगी बारी जय श्री राम भारत माता जय,0,Akhilesh
akhilesh bhaiya zindabad zindabad,1,Akhilesh
गोदी मीडिया बस चेहरा दिखाओ डर जाते हैईमानदार कहने भड़क जाते,0,Akhilesh
जॉइन समाजवादी पार्टी,0,Akhilesh
ईमानदारपत्रकार aajtak अच्छे जानते ईमानदार,6,Akhilesh
jay siyaram jay sp,11,Akhilesh
sudhar jao time aage pachtana padhega logo padhe mukhmantri baba ge babai padhe likhe kaam naam jai samajwadi sarkar,0,Akhilesh
vote bjp,0,Akhilesh
gajab interview akhilesh yadav ne,0,Akhilesh
धमाकेदार जवाब,0,Akhilesh
aimim जिन्दाबाद जनता लोक सभा सदर औवेशी साब बोलते बाकी नेता सिर्फ मीडिया आगे रोना धोना,5,Akhilesh
saal govt change chahiyyetaki party monoploy khatam hoaur raj walon ghalat kaam expose ho,0,Akhilesh
akhilesh yadav jindabad abki   paar janta apke,0,Akhilesh
jay samajwad jay ambedkarwad,0,Akhilesh
sir gareeb pas jameen kamaai sadhan logo logo chahta,0,Akhilesh
जय अखिलेश तय अखिलेश,2,Akhilesh
તુમહારાકયાજાતાહે,0,Akhilesh
jay yogi mahaaraj mehant,6,Akhilesh
सब झूठ बोल,0,Akhilesh
unfollow pure jhoote channel,0,Akhilesh
anjana om modi imaandaar,0,Akhilesh
jai akhilesh,0,Akhilesh
firse lockdown,0,Akhilesh
noton laga chip godi media waalon chala,0,Akhilesh
interview akhilesh sir dho dala anjna om modi,3,Akhilesh
imandar politician akhilesh yadav,0,Akhilesh
akhilesh yadav leader,1,Akhilesh
bd band baja bhaiya,0,Akhilesh
पसीने अंजना छूट गए इससे ईमानदार आज बड़ी बेईमान anjna om baiman,15,Akhilesh
aayega yogi hapko toti chori kahate,0,Akhilesh
kalesh yadav,3,Akhilesh
girgit akal girgit ban,1,Akhilesh
garibo paisa kha  akilesh yadav chor,0,Akhilesh
desh pyaar se mohabbat se nafrat hargiz chalega hindu muslim sikh cristian jain parsi unity zindabad save country save country insaniyat religion jai hind,0,Akhilesh
live dikha repeat,3,Akhilesh
तुम सब मोदी फेके टुकड़े पालते हो।।,0,Akhilesh
जय श्री कृष्ण राधे राधे राधे कृष्णा,42,Akhilesh
emandaari,0,Akhilesh
akhilesh bareilly ayenge,5,Akhilesh
akhilesh yadav,0,Akhilesh
akhilesh bhaiya jindabad,15,Akhilesh
ekana stedium gomati river frnd jeneswer misrh park votes laptop lucknow agra exp abullence samajwadi dial police vans mitro women helpline number,3,Akhilesh
jai akhilesh,1,Akhilesh
amish devgan शर्म करो दलाली बन्द,0,Akhilesh
jai akhilesh,0,Akhilesh
abki bar samajwadi party sarkar,9,Akhilesh
samajwadi party jindabad,0,Akhilesh
bat akhilesh bhaiya bo j,0,Akhilesh
sp party,0,Akhilesh
yogi,0,Akhilesh
jai akhilesh tay akhilesh,0,Akhilesh
jitega tohhh akhilesh yadav hiiiiiii,3,Akhilesh
votes bjp  bsp,0,Akhilesh
sp party aaka yaad aapke samay bhainse chori dhundane busy rahti police chori perr lagaam lagi toti chori chchupti,2,Akhilesh
list eska nam,0,Akhilesh
जीओ शेरा। अवश्य होगा सवेरा।,0,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
mai akhlesh,0,Akhilesh
paye amd processor bala laptop dediya gussa sirf  vikas ke gan pakke road banba dia kaache bale gussa vikas chori akhilesh yadav sala cricket khalte bahan kabristan banba dia issiliye haare,0,Akhilesh
aa akhilesh,0,Akhilesh
taj giving platform opposition democracysp bisht sarkar,0,Akhilesh
nispachh pattkar kah leli,0,Akhilesh
akhilesh bolane,0,Akhilesh
jai akhilesh   taye akhilesh,0,Akhilesh
जिसका चरित्र बिक मां बहन बेटियों बेच नेता अभिनेता अधिकारी जज मीडिया मालिक,4,Akhilesh
asaduddin owaisi jindabad,1,Akhilesh
insane brashrt cm,0,Akhilesh
akhileshji,0,Akhilesh
अकेलशजी बेईमान बात मोदी बात है,0,Akhilesh
jhootha,0,Akhilesh
अखिलेश यादव जीत डर संता बीजेपी बोहखलाट,214,Akhilesh
अखिलेश भाई आएगा,0,Akhilesh
आज चुनाव जाए बीजेपी सफाया होगा होगा,0,Akhilesh
श्री अखिलेश,0,Akhilesh
पूरे interview राम कृष्ण परशुराम अमीशये ऐसा व्यक्ति करोड़ों लोग देखते हैंसमाज पीड़ानौजवानों दर्द गरीबमजदूर किसान जुड़ा सवाल नहींमुझे तरस आती लोगों धूर्त पत्रकार समझते,0,Akhilesh
yuva shiksha svasth rajgar bat esme bjp fail,4,Akhilesh
jay akhilesh,0,Akhilesh
abki bar yogi sarkar,5,Akhilesh
bjp zindabaad,0,Akhilesh
youuuui,0,Akhilesh
amis devgan kamto dia jara suno       timing aandar godi guri kaa haad kardia logo,0,Akhilesh
सपा,0,Akhilesh
yai hot imandaar patrkaar,0,Akhilesh
rip modi bjp,2,Akhilesh
बार चिलमजीवी लोग भागेंगे,5,Akhilesh
akhilesh bhaiya,1,Akhilesh
abki bar akhilesh sarkar,3,Akhilesh
jai samajbad,8,Akhilesh
imandaar imandaar imandaar imandaar imandaar imandaar imandaar imandaar anjana om modi,0,Akhilesh
bnd,0,Akhilesh
aayenge yogi barsati medhak,0,Akhilesh
public khoosh chshiye chapon dolat jama khatay   hazar   hazar aanay omeed sakhtay  hamein chapon bhar poor himayat chapay sirf naheen balki saray mulk maray janay ta ziyadah fayeda  jai hind,0,Akhilesh
beiman imandar bologe bura lagega,14,Akhilesh
aayega yogi,0,Akhilesh
mohammed jeeshan,0,Akhilesh
akhilesh yadav singing mind  emandaar kehne kisiko mirchi lage karoon,62,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
bjp,1,Akhilesh
आरटीआई पता चला टीचर   लाख पद खाली पड़ें करोड़ों युवाओं आज दिल तोड़ बाबा ने   हजार देकर युवा खाश बात है वो हार मानता वो सरकार बदल देता है करिश्माई नेता युवाओं दर्द समझने वाले केवल अखिलेश भैया,6,Akhilesh
पहली बार नेता मीडिया वालो सही सबक सिखाया,15,Akhilesh
bjp bjp bjp bjp bjp nice,0,Akhilesh
rajeev news,1,Akhilesh
प्रदेश अखिलेश यादव काम नाम बदल दिखा j pअखिलेश यादव बेस्ट,34,Akhilesh
बाप पैसे चीज बनाए होंगे बताओ,1,Akhilesh
bejti jagha video skip,0,Akhilesh
gullu,0,Akhilesh
akhilesh yadav jindabad jindabad,0,Akhilesh
bakwas,0,Akhilesh
amish devagan vote time fan you,23,Akhilesh
interview till date maza lag padha likha neta definitely edge,202,Akhilesh
waah pattalkar,0,Akhilesh
अंजना ओम कश्यप झाड़ लगी ईमानदार नेता पसीना आया देखो यार।बंगले झांकने लगा ध्यान देखो,3,Akhilesh
gullu devagon hindu muslim debate hoo gaa,0,Akhilesh
दीदी चीड़ गयी,0,Akhilesh
experience sp gov sbse gundo azadi thi,6,Akhilesh
akhilesh yadav cm banenge,0,Akhilesh
जय अखिलेश,40,Akhilesh
जय श्री राम जय श्री कृष्ण जय यदुवंशी,0,Akhilesh
challenge   video   hour ago things takes credit achieves something respect audience team polite videos congratulate outselves achievement come,56,Akhilesh
अंजना ईमानदार पत्रकार,0,Akhilesh
world highest interview   hours jai hind,237,Akhilesh
ईश्वरअल्लाह तेरे नाम सबको सम्मति दे भगवानjai shree ramakhilesh yadav zindabad vote akhilesh bhaiya,13,Akhilesh
डिंपल यादव चुनाव हार चुकी अखिलेश यादव नंबर आने वाला धीरेधीरे,1,Akhilesh
didi hein hoga khela hobe support akhilesh yadavthe brand uttarpradesh aab rape hathrastmc jindabad akhilesh jindabad,0,Akhilesh
aapki imandari salam,0,Akhilesh
honest imandar journalist,1,Akhilesh
akhilesh bhiya jindabad,10,Akhilesh
jay akhilesh,1,Akhilesh
aayenge akhilesh,0,Akhilesh
